,tweets,words,
32309, #anappleaday definitely now calls a doctor in way. :-P globalization :-D,#anappleaday definitely calls doctor globalization,can'tsay
32312, @IncrediblyFake -looks down and you,looks leans kisses forehead worry baby wo hurt doctor pours gel,can'tsay
32317, Security Council condemns deadly attack near hospital in Benghazi - http://t.co/MKIzsxpZnt,security council condemns deadly attack near hospital benghazi,can'tsay
32330, @itzmymy what hospital is she in?,hospital,can'tsay
32372, ATTI: #MLMallPM Bus 292 on the Mall PM is at Ruby Hospital headed to Valley View: 5/14/2013 7:03:49 PM,atti #mlmallpm bus mall pm ruby hospital headed valley view pm,can'tsay
32373, ATTI: #MLMallPM Bus 292 on the Mall PM is at Ruby Hospital headed to Valley View: 5/14/2013 7:03:49 PM,atti #mlmallpm bus mall pm ruby hospital headed valley view pm,can'tsay
32387, bocatas del hospital&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;merda cabalo.,bocatas del hospitalltltltltltltltltltltltltltltltltltltmerda cabalo,can'tsay
32392," CPS says two people are in custody and one in hospital after a police involved shooting. 2 elderly pedestrians also injured in incident #yyc place <tweepy.models.Place object at 0x0291F610> coordinates {u'type': u'Point', u'coordinates': [-114.20472932, 51.12482299]}",cps people custody hospital police involved shooting elderly pedestrians injured incident #yyc,can'tsay
32407," i'm very sorry for dumping weird medical problems onto twitter i needed to get them out somewhere,,, v.v",sorry dumping weird medical onto twitter vv,can'tsay
32426, News - Advantages of workplace based assessments in medical education - http://t.co/LgOhIXX,news advantages workplace based assessments medical education,can'tsay
32428, I just I'm done with all the doctor who's help me lord.,doctor whos help lord,can'tsay
32429, I'm watching Doctor Who (1324 are watching) http://t.co/6ekpx8ojtA #GetGlue @bbcdoctorwho,watching doctor watching #getglue,can'tsay
32431," Um...I think I need a wheel chair or go to the hospital!My foot is about to be the death of me! place <tweepy.models.Place object at 0x0292CED0> coordinates {u'type': u'Point', u'coordinates': [-80.86858168, 36.32111753]}",umi wheel chair hospitalmy foot death,can'tsay
32433," @grammasweaters @MaikoKuwabara She is still sleeping. She will be around the hospital for a week or two, but please come whenever you want.",sleeping hospital week please whenever,can'tsay
32438," @unheavy @MagpiePants funnelcom's medical consultant advises i choose the funnel. verily, it is my right as a healthcare consumer.",funnelcoms medical consultant advises choose funnel verily healthcare consumer,can'tsay
32443, haven't talked to my grandma in so long because shes in hospital and im having withdrawals,talked grandma shes hospital im withdrawals,can'tsay
32446, @LeePupp this dike doctor,dike doctor,can'tsay
32460," thx beibh:* RT @RhieRy: GWS beibeh..\@wiekeockv: doctor say: can i just lay down on my bed.I'm sick |patient say:nope.no way | :'(\""""",thx beibh gws beibehiiidddiiidddwiekeockv doctor lay bedi sick patient saynopeno,can'tsay
32476, Classic Doctor Who. So cheesy! It's supposed to be 'scary' but all I do is laugh. #classic #DoctorWho,classic doctor cheesy supposed scary laugh #classic #doctorwho,can'tsay
32482," Girl I know you aint smoking outside of a hospital place <tweepy.models.Place object at 0x0291F5D0> coordinates {u'type': u'Point', u'coordinates': [-85.653903, 30.189066]}",girl aint smoking outside hospital,can'tsay
32490," So I'm in the hospital, again.",hospital,can'tsay
32492, @LunaLoveBird i actually won't be in school on thurs because i my hospital check up :l,actually wo school thurs hospital check,can'tsay
32499, @r34_amethyst @LadyMint93 any time I'm a doctor after all,time doctor,can'tsay
32501, Medical Supply &amp;#124; Medical Equipment &amp;#124; XCELhc: Xcellence in Healthcare Distribution http://t.co/7LLw1WjyFn,medical supply #124 medical equipment #124 xcelhc xcellence healthcare distribution,can'tsay
32502," #download Heimlich Maneuver - A Medical Dictionary, Bibliography, and Annotated Research Guide to Internet References -... @DonnyGilbreath",#download heimlich maneuver medical dictionary bibliography annotated research guide internet references,can'tsay
32504, I am tired of diagnostic medical testing. I'm going to drink a bitter cup of cold coffee and work overtime for free.,tired diagnostic medical testing drink bitter cup cold coffee overtime free,can'tsay
32505," Heimlich Maneuver - A Medical Dictionary, Bibliography, and Annotated Research Guide to Internet References -... http://t.co/nq8xIjp7PI",heimlich maneuver medical dictionary bibliography annotated research guide internet references,can'tsay
32511, @MarcusButlerTv start Doctor Who!,start doctor,can'tsay
32513, A little steak and beer with my doctor buddy Gogi! Maybe some Sens hockey should be good!!,little steak beer doctor buddy gogi maybe sens hockey,can'tsay
32519, News - Medical education: Tips on answering MCQ for medical students - http://t.co/fXtLrbM,news medical education tips answering mcq medical students,can'tsay
32522, IDC I'm going to somebody doctor ' I'm done ! BYE,idc doctor bye,can'tsay
32529, @ImageFeeder Maybe a hot and smart doctor turned her down and she's proyecting XD!,maybe hot smart doctor shes proyecting xd,can'tsay
32544, Gives me the chills it's so sickening.. You deserved the death penalty you heartless bastard. http://t.co/c3FoEC76Al #burninhell #murderer,chills sickening deserved death penalty heartless bastard #burninhell #murderer,can'tsay
32548, At the hospital waiting for my goddaughter to be born!,hospital waiting goddaughter born,can'tsay
32549, I just find the doctor playing soccer funny af,doctor playing soccer funny af,can'tsay
32561, i kinda miss river song in doctor who tbh,kinda miss river song doctor tbh,can'tsay
32563, Medical city.,medical city,can'tsay
32564, Doctor agreed not to appeal convictions in order to avoid death penalty in #US #abortion case http://t.co/iCTqrd3sr6,doctor agreed appeal convictions avoid death penalty # #abortion,can'tsay
32570, @Mike_Batt That's him :)  He still tells the story of the night you crashed your car and my Nan had to come get you from hospital at 3am!,thats tells story night crashed car nan hospital,can'tsay
32571, Should patients report medical mistakes? http://t.co/frUgqvGCY6,patients report medical mistakes,can'tsay
32579, Doctor I'm boiling up! Just simmer down!,doctor boiling simmer,can'tsay
32582, @alex_mnsvs95 @10_kingjames10 apts by the hospital?,apts hospital,can'tsay
32587," Oh did I mention, I met a cute doctor while I was there? Yeah this day just got more interesting. Hope he calls :)",oh mention met cute doctor yeah day hope calls,can'tsay
32601, @Canureed why you in the hospital?,hospital,can'tsay
32612, At the hospital.,hospital,can'tsay
32626," @BrittsTVTweets alcohol has healing properties though. trust me, I've been to a doctor",alcohol healing properties trust doctor,can'tsay
32634," @KatySoldier Yes,but she's fine now! I mean,she did the mastectomy to decrease the risk of cancer!http://t.co/QBUdS9FVBN here's her letter.",yesbut shes fine meanshe mastectomy decrease risk cancerhttptcoqbuds9fvbn heres letter,can'tsay
32638, @darling_sammy More like expecting disappointment. Just because the episode is the Name of the Doctor is no garauntee we will learn it.,expecting disappointment episode name doctor garauntee learn,can'tsay
32641," Doctor, there's a small paper maché TARDIS in a room next to the control room...",doctor theres paper maché tardis control,can'tsay
32658," We published Quit Smoking Now! A doctor designed, truly effective smoking cessation program http://t.co/MjaNEcxdUG because people need 2",published quit smoking doctor designed truly effective smoking cessation program people,can'tsay
32660, WATCH: Benedict Cumberbatch on 'Star Trek' as Political Film - and 'Doctor Who' | Anglophenia | BBC America http://t.co/rlgZsZcTll,watch benedict cumberbatch star trek political film doctor anglophenia bbc america,can'tsay
32671, My Medical Choice http://t.co/6ilXLLfYY8,medical choice,can'tsay
32674, Every time I go to the eye doctor I end up getting in long conversations about eye anatomy.,time eye doctor getting conversations eye anatomy,can'tsay
32677," Sisters who sleep in the hospital together, stay together ?? #staystrongnickypoo #prayersplease… http://t.co/0q5YynYl1m",sisters sleep hospital stay #staystrongnickypoo #prayersplease…,can'tsay
32693," My doctor's office is so fancy. You'd think you were in a hotel. Damn place <tweepy.models.Place object at 0x0291F750> coordinates {u'type': u'Point', u'coordinates': [-73.74557015, 40.9846117]}",doctors office fancy youd hotel damn,can'tsay
32695," Only a few get invested with all the aches and pains, doctor oh doctor i fear she may not be breathing",invested aches pains doctor oh doctor fear breathing,can'tsay
32696, Preparing to visit the doctor T.T Why i usually get sick easily ???,preparing visit doctor tt usually sick easily,can'tsay
32702, Please consult a doctor before looking at me to ensure your eyes are healthy enough for such interaction.,please consult doctor looking ensure eyes healthy interaction,can'tsay
32703, So when does Agent Coulson pull Dr. Walter Bishop out of the hospital?,agent coulson pull dr walter bishop hospital,can'tsay
32735, Why Outsource Medical Billing Services http://t.co/kArGXQi8Rm,outsource medical billing services,can'tsay
32740," @DigiRanger1994 BBC America's newest galleries for \The Name of the Doctor\""""",bbc americas galleries name doctor,can'tsay
32748, Just balled in the middle of a hospital parking lot. How embarrassing /:,balled middle hospital parking lot embarrassing,can'tsay
32761, @Coochie_Licker what's funny about my son being in the hospital tho ??,whats funny son hospital tho,can'tsay
32774, Going to the hospital,hospital,can'tsay
32775," @iamjohngb Good morning Doctor Watson, thank you for the follow my dear fellow!",morning doctor watson thank follow dear fellow,can'tsay
32777, On da way to da hospital...,da da hospital,can'tsay
32784," doctor told me that anorexia &amp; bulimia are labels &amp; she hates using them. Then she used them &amp; said I jump between both, AS IF I DIDN'T KNOW",doctor told anorexia bulimia labels hates using jump,can'tsay
32822," Hate going to the doctor now, that I'm older ...",hate doctor,can'tsay
32824, Can't believe chantelles gonna be in hospital when #notaboyband's in Glasgow haha,ca believe chantelles gonna hospital #notaboybands glasgow haha,can'tsay
32826, NAlert -Surgery: Things you should know before discharge from hospital - http://t.co/j73t44GmLk,nalert surgery discharge hospital,can'tsay
32831, @danaleeson Hahaha! Maybe the doctor has a Wide Awake pill,hahaha maybe doctor wide awake pill,can'tsay
32838, What's going on in Main?  http://t.co/tmOopparR5,whats main,can'tsay
32850, @Soldier_Odair Would you like to go for a walk? I think we could use some fresh air. *still at the hospital*,walk fresh air hospital,can'tsay
32866, NEWS -When to see a doctor for your childs cough - http://t.co/EgGDbvMcnU,news doctor childs cough,can'tsay
32867," Thanks to #DesPeres Hospital for having us today!!! Beautiful day for tacos! place <tweepy.models.Place object at 0x0292CED0> coordinates {u'type': u'Point', u'coordinates': [-90.21168419, 38.62078058]}",thanks #desperes hospital beautiful day tacos,can'tsay
32874, I hate the hospital .. it seems I'm there every week mmph,hate hospital week mmph,can'tsay
32881," @rawrvivianbites looking for some hospital work :/ and if not that, idk",looking hospital idk,can'tsay
32886, It's unfortunate and sad that we don't realize how blessed we are until we step foot inside a hospital,unfortunate sad realize blessed step foot inside hospital,can'tsay
32900, He Stayed At The Hospital W| My mom Til Like 5 In The morning,stayed hospital mom til morning,can'tsay
32901," nydailynews: Philly abortion doctor escapes death penalty, faces life in prision http://t.co/Qzxj8uMkVv #nyc",nydailynews philly abortion doctor escapes death penalty life prision #nyc,can'tsay
32908, You make really good friends in a mental hospital.,friends mental hospital,can'tsay
32916, doctor gave me some good as medicine ?,doctor medicine,can'tsay
32920," @MichelleGHunder put one near a hospital. The folks who own the car park at Monash Clayton sleep on large piles of money, I'm sure of it.",near hospital folks car park monash clayton sleep piles money,can'tsay
32922, “@DoctorWho_BBCA: New artwork from The Name of the Doctor. http://t.co/WfS5PlsuP5” I'm staying away from #tumblr heard there were spoilers,artwork name doctor staying #tumblr heard spoilers,can'tsay
32933," Parents Sue SC, Hospital Over Child's Sex Surgery: The state lawsuit accuses the Medical University of South C... http://t.co/BEm65xFpuC",parents sue sc hospital childs sex surgery lawsuit accuses medical university south,can'tsay
32936," @slytown83 my doctor is a female - I'm thinking more along the lines of medical equipment, lol",doctor female thinking lines medical equipment lol,can'tsay
32940, I'm watching Doctor Who (1339 are watching) http://t.co/h29xetFFZ0 #GetGlue @bbcdoctorwho,watching doctor watching #getglue,can'tsay
32942, Am going to talk to my doctor about my knee tomorrow. Hopefully he'll just give me exercises and won't require tests.,talk doctor knee tomorrow hopefully hell exercises wo require tests,can'tsay
