ApplNo	ApplType	SponsorApplicant	MostRecentLabelAvailableFlag	CurrentPatentFlag	ActionType	Chemical_Type	Ther_Potential	Orphan_Code
084765	A    	MUTUAL PHARM                                      	False	False	AP			
084766	A    	MUTUAL PHARM                                      	False	False	AP			
084767	A    	BAXTER HLTHCARE                                   	False	False	AP			
084768	A    	BARR                                              	False	False	AP			
084769	A    	BARR                                              	False	False	AP			
084771	A    	BARR                                              	False	False	AP			
084772	A    	ALPHARMA US PHARMS                                	False	False	AP			
084773	A    	SANDOZ                                            	False	False	AP			
084774	A    	SANDOZ                                            	False	False	AP			
084775	A    	TEVA                                              	False	False	AP			
084776	A    	INWOOD LABS                                       	False	False	AP			
